A1,a,a
A2,a,a
A3,a,a
A4,a,s
A5,a,s
A6,a,s
A7,a,d
A8,a,d
A9,a,d
A10,a,d
A11,a,d
A12,a,d
A13,a,f
A14,a,f
A15,a,f
A16,a,f
A17,a,f
A18,a,f
A19,a,f
A20,a,f
A21,a,f
A22,a,f
A23,a,f
A24,a,f
B1,a,
B2,a,
B3,a,
B4,a,water
B5,a,water
B6,a,water
B7,s,a
B8,s,a
B9,s,a
B10,s,s
B11,s,s
B12,s,s
B13,s,d
B14,s,d
B15,s,d
B16,s,d
B17,s,d
B18,s,d
B19,s,f
B20,s,f
B21,s,f
B22,s,f
B23,s,f
B24,s,f
C1,s,f
C2,s,f
C3,s,f
C4,s,f
C5,s,f
C6,s,f
C7,s,
C8,s,
C9,s,
C10,s,water
C11,s,water
C12,s,water
C13,d,a
C14,d,a
C15,d,a
C16,d,s
C17,d,s
C18,d,s
C19,d,d
C20,d,d
C21,d,d
C22,d,d
C23,d,d
C24,d,d
D1,d,f
D2,d,f
D3,d,f
D4,d,f
D5,d,f
D6,d,f
D7,d,f
D8,d,f
D9,d,f
D10,d,f
D11,d,f
D12,d,f
D13,d,
D14,d,
D15,d,
D16,d,water
D17,d,water
D18,d,water
D19,d,a
D20,d,a
D21,d,a
D22,d,s
D23,d,s
D24,d,s
E1,d,d
E2,d,d
E3,d,d
E4,d,d
E5,d,d
E6,d,d
E7,d,f
E8,d,f
E9,d,f
E10,d,f
E11,d,f
E12,d,f
E13,d,f
E14,d,f
E15,d,f
E16,d,f
E17,d,f
E18,d,f
E19,d,
E20,d,
E21,d,
E22,d,water
E23,d,water
E24,d,water
F1,f,a
F2,f,a
F3,f,a
F4,f,s
F5,f,s
F6,f,s
F7,f,d
F8,f,d
F9,f,d
F10,f,d
F11,f,d
F12,f,d
F13,f,f
F14,f,f
F15,f,f
F16,f,f
F17,f,f
F18,f,f
F19,f,f
F20,f,f
F21,f,f
F22,f,f
F23,f,f
F24,f,f
G1,f,
G2,f,
G3,f,
G4,f,water
G5,f,water
G6,f,water
G7,f,a
G8,f,a
G9,f,a
G10,f,s
G11,f,s
G12,f,s
G13,f,d
G14,f,d
G15,f,d
G16,f,d
G17,f,d
G18,f,d
G19,f,f
G20,f,f
G21,f,f
G22,f,f
G23,f,f
G24,f,f
H1,f,f
H2,f,f
H3,f,f
H4,f,f
H5,f,f
H6,f,f
H7,f,
H8,f,
H9,f,
H10,f,water
H11,f,water
H12,f,water
H13,f,a
H14,f,a
H15,f,a
H16,f,s
H17,f,s
H18,f,s
H19,f,d
H20,f,d
H21,f,d
H22,f,d
H23,f,d
H24,f,d
I1,f,f
I2,f,f
I3,f,f
I4,f,f
I5,f,f
I6,f,f
I7,f,f
I8,f,f
I9,f,f
I10,f,f
I11,f,f
I12,f,f
I13,f,
I14,f,
I15,f,
I16,f,water
I17,f,water
I18,f,water
I19,f,a
I20,f,a
I21,f,a
I22,f,s
I23,f,s
I24,f,s
J1,f,d
J2,f,d
J3,f,d
J4,f,d
J5,f,d
J6,f,d
J7,f,f
J8,f,f
J9,f,f
J10,f,f
J11,f,f
J12,f,f
J13,f,f
J14,f,f
J15,f,f
J16,f,f
J17,f,f
J18,f,f
J19,f,
J20,f,
J21,f,
J22,f,water
J23,f,water
J24,f,water
K1,,a
K2,,a
K3,,a
K4,,s
K5,,s
K6,,s
K7,,d
K8,,d
K9,,d
K10,,d
K11,,d
K12,,d
K13,,f
K14,,f
K15,,f
K16,,f
K17,,f
K18,,f
K19,,f
K20,,f
K21,,f
K22,,f
K23,,f
K24,,f
L1,,
L2,,
L3,,
L4,,water
L5,,water
L6,,water
